Order_id,Quantity,Month,Day_Of_Week,Order_Time,Unit_Price,Total_Sales,pizza_size,pizza_category,pizza_name
3,3,Nov,Thu,12,61.5,61.5,L,Classic,The Napolitana Pizza
1,1,Jul,Sat,21,12.25,12.25,S,Supreme,The Sicilian Pizza
1,1,Nov,Wed,20,21.0,21.0,L,Veggie,The Italian Vegetables Pizza
1,2,Jul,Fri,13,16.5,33.0,M,Supreme,The Spicy Italian Pizza
2,2,Jul,Sun,18,33.5,33.5,M,Chicken,The Barbecue Chicken Pizza
1,1,Oct,Wed,20,12.5,12.5,S,Supreme,The Spinach Supreme Pizza
1,1,Nov,Tue,19,16.5,16.5,M,Supreme,The Pepper Salami Pizza
1,1,Nov,Fri,16,20.75,20.75,L,Supreme,The Italian Supreme Pizza
1,1,Jun,Sat,15,16.0,16.0,M,Veggie,The Spinach and Feta Pizza
2,2,Jul,Mon,11,41.5,41.5,L,Supreme,The Prosciutto and Arugula Pizza
3,3,Dec,Sun,19,60.75,60.75,L,Supreme,The Sicilian Pizza
1,1,Dec,Sun,16,20.75,20.75,L,Supreme,The Italian Supreme Pizza
2,2,Dec,Thu,19,41.5,41.5,L,Supreme,The Pepper Salami Pizza
1,1,Dec,Sat,17,18.5,18.5,L,Veggie,The Five Cheese Pizza
3,3,Dec,Fri,13,37.5,37.5,S,Supreme,The Prosciutto and Arugula Pizza
1,1,Dec,Thu,19,12.5,12.5,S,Supreme,The Spicy Italian Pizza
1,1,Dec,Wed,12,20.25,20.25,L,Veggie,The Vegetables + Vegetables Pizza
1,1,Aug,Tue,13,12.75,12.75,S,Chicken,The Thai Chicken Pizza
1,1,Aug,Wed,17,12.75,12.75,S,Veggie,The Italian Vegetables Pizza
1,1,Mar,Tue,14,12.0,12.0,S,Veggie,The Mediterranean Pizza
2,2,Mar,Thu,15,25.0,25.0,M,Classic,The Pepperoni Pizza
1,1,Apr,Fri,14,16.75,16.75,M,Chicken,The Thai Chicken Pizza
2,2,May,Tue,13,35.9,35.9,L,Veggie,The Four Cheese Pizza
3,3,Jun,Tue,20,62.25,62.25,L,Chicken,The Thai Chicken Pizza
2,2,Jan,Wed,13,24.0,24.0,S,Classic,The Italian Capocollo Pizza
1,1,May,Thu,12,20.25,20.25,L,Veggie,The Mediterranean Pizza
1,1,Mar,Wed,18,12.0,12.0,S,Classic,The Italian Capocollo Pizza
1,1,Jan,Thu,14,16.5,16.5,M,Supreme,The Italian Supreme Pizza
4,4,Mar,Wed,12,65.0,65.0,M,Supreme,The Calabrese Pizza
3,3,Jan,Tue,12,60.75,60.75,L,Veggie,The Mexicana Pizza
1,1,Feb,Wed,14,16.0,16.0,M,Veggie,The Mexicana Pizza
1,1,Jun,Thu,13,12.25,12.25,S,Supreme,The Sicilian Pizza
3,3,Feb,Mon,18,36.0,36.0,S,Classic,The Big Meat Pizza
4,4,Jan,Sun,16,48.0,48.0,S,Classic,The Big Meat Pizza
1,1,Apr,Sat,19,12.75,12.75,S,Veggie,The Italian Vegetables Pizza
1,1,May,Mon,13,12.5,12.5,S,Supreme,The Italian Supreme Pizza
1,1,Apr,Thu,18,12.0,12.0,S,Veggie,The Mediterranean Pizza
1,1,Apr,Fri,17,12.5,12.5,S,Veggie,The Spinach Pesto Pizza
2,2,Jan,Wed,17,24.5,24.5,S,Supreme,The Sicilian Pizza
1,1,Mar,Tue,15,20.25,20.25,L,Veggie,The Mediterranean Pizza
1,1,May,Tue,16,16.0,16.0,M,Veggie,The Mediterranean Pizza
2,2,Feb,Wed,20,22.0,22.0,S,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
2,2,Apr,Fri,20,21.0,21.0,S,Classic,The Hawaiian Pizza
2,2,Apr,Sat,20,24.0,24.0,S,Veggie,The Green Garden Pizza
1,1,Apr,Fri,18,16.5,16.5,M,Supreme,The Pepper Salami Pizza
1,1,Feb,Fri,12,12.0,12.0,S,Classic,The Classic Deluxe Pizza
2,2,Mar,Fri,21,29.5,29.5,M,Veggie,The Four Cheese Pizza
2,2,Jun,Wed,12,41.5,41.5,L,Chicken,The Thai Chicken Pizza
1,1,Apr,Mon,18,16.0,16.0,M,Classic,The Italian Capocollo Pizza
1,1,Jan,Mon,13,20.5,20.5,L,Classic,The Napolitana Pizza
2,2,Feb,Sat,13,41.0,41.0,L,Classic,The Greek Pizza
4,4,Jan,Sun,14,83.0,83.0,L,Chicken,The Barbecue Chicken Pizza
1,1,Feb,Thu,18,16.5,16.5,L,Classic,The Hawaiian Pizza
1,1,Feb,Sun,12,16.0,16.0,M,Classic,The Napolitana Pizza
2,2,Jul,Fri,13,24.0,24.0,S,Veggie,The Mexicana Pizza
1,1,Nov,Sun,21,16.0,16.0,M,Veggie,The Vegetables + Vegetables Pizza
2,2,Aug,Sun,20,19.5,19.5,S,Classic,The Pepperoni Pizza
1,1,Oct,Wed,18,16.0,16.0,M,Veggie,The Spinach and Feta Pizza
1,1,Oct,Wed,15,16.0,16.0,M,Veggie,The Spinach and Feta Pizza
2,3,Sep,Tue,13,33.5,50.25,M,Veggie,The Italian Vegetables Pizza
1,1,Jul,Wed,15,16.75,16.75,M,Chicken,The Chicken Alfredo Pizza
3,3,Sep,Mon,14,62.25,62.25,L,Supreme,The Spicy Italian Pizza
2,3,Jul,Mon,13,47.3,70.94999999999999,S,Supreme,The Brie Carre Pizza
2,2,Jul,Sat,18,24.0,24.0,S,Classic,The Big Meat Pizza
1,1,Jul,Mon,13,12.25,12.25,S,Supreme,The Calabrese Pizza
1,1,Nov,Mon,16,20.25,20.25,L,Veggie,The Mediterranean Pizza
2,2,Nov,Wed,20,35.9,35.9,L,Veggie,The Four Cheese Pizza
1,1,Nov,Thu,15,12.75,12.75,S,Chicken,The Barbecue Chicken Pizza
2,2,Aug,Mon,17,41.5,41.5,L,Supreme,The Spinach Supreme Pizza
1,1,Oct,Sat,22,12.5,12.5,S,Supreme,The Prosciutto and Arugula Pizza
2,2,Jul,Fri,12,41.0,41.0,L,Classic,The Italian Capocollo Pizza
1,1,Oct,Sat,15,12.0,12.0,S,Classic,The Big Meat Pizza
1,1,Aug,Thu,18,20.25,20.25,L,Veggie,The Spinach and Feta Pizza
1,1,Jul,Sun,17,20.5,20.5,L,Classic,The Napolitana Pizza
2,3,Jul,Sun,15,24.0,36.0,S,Classic,The Big Meat Pizza
1,1,Dec,Sun,12,10.5,10.5,S,Classic,The Hawaiian Pizza
2,2,Aug,Sun,18,24.0,24.0,S,Classic,The Classic Deluxe Pizza
1,1,Dec,Fri,16,20.75,20.75,L,Chicken,The Chicken Pesto Pizza
3,3,Aug,Wed,18,31.5,31.5,S,Classic,The Hawaiian Pizza
1,1,Oct,Sun,20,23.65,23.65,S,Supreme,The Brie Carre Pizza
1,1,Oct,Sat,21,20.5,20.5,L,Classic,The Italian Capocollo Pizza
1,1,Jun,Thu,17,20.5,20.5,L,Classic,The Greek Pizza
1,1,Sep,Thu,16,12.75,12.75,S,Chicken,The Barbecue Chicken Pizza
2,2,Oct,Tue,17,47.3,47.3,S,Supreme,The Brie Carre Pizza
2,2,Nov,Sun,13,32.0,32.0,M,Classic,The Greek Pizza
2,2,Sep,Mon,13,35.9,35.9,L,Veggie,The Four Cheese Pizza
1,1,Oct,Sat,13,12.75,12.75,S,Chicken,The Thai Chicken Pizza
1,1,Sep,Tue,15,20.75,20.75,L,Veggie,The Spinach Pesto Pizza
2,2,Oct,Thu,13,24.0,24.0,S,Classic,The Napolitana Pizza
1,1,Dec,Tue,12,16.0,16.0,M,Classic,The Classic Deluxe Pizza
1,1,Sep,Tue,22,9.75,9.75,S,Classic,The Pepperoni Pizza
1,1,Sep,Sat,11,16.75,16.75,M,Chicken,The California Chicken Pizza
2,2,Nov,Tue,15,32.0,32.0,M,Classic,The Napolitana Pizza
1,1,Aug,Fri,22,12.5,12.5,S,Supreme,The Spicy Italian Pizza
1,1,Sep,Sat,21,17.5,17.5,L,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
3,3,Oct,Sat,13,36.0,36.0,S,Classic,The Classic Deluxe Pizza
2,2,Aug,Mon,12,33.5,33.5,M,Chicken,The Chicken Alfredo Pizza
1,1,Oct,Sun,20,12.0,12.0,S,Classic,The Classic Deluxe Pizza
2,2,Jul,Sun,22,41.0,41.0,L,Classic,The Napolitana Pizza
2,2,Sep,Wed,11,19.5,19.5,S,Classic,The Pepperoni Pizza
3,3,Sep,Tue,15,49.5,49.5,M,Supreme,The Prosciutto and Arugula Pizza
1,1,Dec,Fri,13,20.25,20.25,L,Veggie,The Vegetables + Vegetables Pizza
1,1,Nov,Fri,21,18.5,18.5,L,Veggie,The Five Cheese Pizza
1,1,Aug,Sat,19,10.5,10.5,S,Classic,The Hawaiian Pizza
1,1,Aug,Sat,19,16.0,16.0,M,Classic,The Classic Deluxe Pizza
1,1,Jun,Sat,16,12.5,12.5,S,Veggie,The Spinach Pesto Pizza
2,2,Jul,Sun,19,32.0,32.0,M,Classic,The Classic Deluxe Pizza
1,1,Dec,Sat,21,20.75,20.75,L,Chicken,The California Chicken Pizza
2,2,Dec,Sat,20,33.0,33.0,M,Supreme,The Italian Supreme Pizza
2,2,Dec,Thu,17,25.5,25.5,S,Chicken,The California Chicken Pizza
2,2,Dec,Mon,12,24.0,24.0,S,Classic,The Classic Deluxe Pizza
1,1,Dec,Mon,18,16.5,16.5,M,Supreme,The Spicy Italian Pizza
3,3,Dec,Fri,14,61.5,61.5,L,Classic,The Napolitana Pizza
1,1,Dec,Sat,18,12.0,12.0,S,Classic,The Greek Pizza
1,1,Aug,Thu,19,16.0,16.0,M,Classic,The Classic Deluxe Pizza
1,1,Aug,Sun,14,16.75,16.75,M,Veggie,The Italian Vegetables Pizza
3,3,Feb,Thu,15,29.25,29.25,S,Classic,The Pepperoni Pizza
2,2,Mar,Tue,19,41.5,41.5,L,Chicken,The Barbecue Chicken Pizza
4,4,Jun,Sat,18,49.0,49.0,S,Supreme,The Sicilian Pizza
3,3,Feb,Mon,14,49.5,49.5,M,Supreme,The Italian Supreme Pizza
4,4,Jan,Thu,13,81.0,81.0,L,Veggie,The Mexicana Pizza
1,1,Apr,Mon,17,15.25,15.25,L,Classic,The Pepperoni Pizza
2,2,Jun,Fri,18,33.0,33.0,L,Classic,The Hawaiian Pizza
2,2,Jun,Thu,12,29.5,29.5,M,Veggie,The Four Cheese Pizza
1,1,Mar,Tue,15,23.65,23.65,S,Supreme,The Brie Carre Pizza
1,1,May,Wed,22,20.75,20.75,L,Supreme,The Italian Supreme Pizza
1,1,Feb,Sun,20,16.5,16.5,M,Supreme,The Soppressata Pizza
1,1,Feb,Fri,19,12.0,12.0,S,Veggie,The Green Garden Pizza
2,2,Feb,Fri,16,33.0,33.0,L,Classic,The Hawaiian Pizza
2,2,Mar,Thu,17,19.5,19.5,S,Classic,The Pepperoni Pizza
3,3,Apr,Wed,11,62.25,62.25,L,Chicken,The Chicken Pesto Pizza
2,2,May,Thu,19,51.0,51.0,XL,Classic,The Greek Pizza
2,2,Jan,Mon,15,35.9,35.9,L,Veggie,The Four Cheese Pizza
4,4,Jun,Thu,12,67.0,67.0,M,Chicken,The Barbecue Chicken Pizza
3,3,Jan,Sat,17,62.25,62.25,L,Chicken,The Thai Chicken Pizza
1,1,Jan,Tue,12,20.75,20.75,L,Chicken,The Barbecue Chicken Pizza
1,1,Apr,Fri,23,14.75,14.75,M,Veggie,The Four Cheese Pizza
1,1,Jan,Mon,18,20.25,20.25,L,Veggie,The Spinach and Feta Pizza
2,2,Feb,Fri,21,41.5,41.5,L,Chicken,The Thai Chicken Pizza
2,2,Feb,Mon,12,26.5,26.5,M,Classic,The Hawaiian Pizza
1,1,Jan,Wed,16,12.75,12.75,S,Chicken,The Southwest Chicken Pizza
1,1,Jan,Tue,12,12.0,12.0,S,Classic,The Classic Deluxe Pizza
1,1,Jan,Thu,13,12.0,12.0,S,Classic,The Classic Deluxe Pizza
3,3,May,Wed,15,36.0,36.0,S,Classic,The Classic Deluxe Pizza
2,2,Feb,Wed,12,25.5,25.5,S,Chicken,The Barbecue Chicken Pizza
2,2,May,Sat,19,33.5,33.5,M,Chicken,The Chicken Pesto Pizza
4,4,Jan,Thu,13,65.0,65.0,M,Supreme,The Calabrese Pizza
1,1,Apr,Wed,16,17.95,17.95,L,Veggie,The Four Cheese Pizza
1,1,Feb,Mon,11,12.75,12.75,S,Veggie,The Italian Vegetables Pizza
4,4,Jun,Tue,12,67.0,67.0,M,Chicken,The California Chicken Pizza
2,2,Mar,Thu,13,41.5,41.5,L,Supreme,The Soppressata Pizza
1,1,Jan,Wed,14,16.5,16.5,M,Supreme,The Italian Supreme Pizza
1,1,Feb,Fri,12,12.75,12.75,S,Chicken,The California Chicken Pizza
2,2,Mar,Wed,16,25.5,25.5,S,Chicken,The Thai Chicken Pizza
1,1,Mar,Fri,22,20.75,20.75,L,Chicken,The Chicken Alfredo Pizza
1,1,Jun,Fri,14,20.5,20.5,L,Classic,The Greek Pizza
2,2,Jul,Mon,16,41.5,41.5,L,Supreme,The Spicy Italian Pizza
2,2,Nov,Tue,20,41.5,41.5,L,Supreme,The Spicy Italian Pizza
1,1,Jul,Thu,13,16.75,16.75,M,Chicken,The California Chicken Pizza
2,2,Nov,Wed,13,41.5,41.5,L,Supreme,The Spicy Italian Pizza
3,3,Jul,Sun,16,61.5,61.5,L,Classic,The Italian Capocollo Pizza
1,1,Dec,Thu,12,16.75,16.75,M,Veggie,The Italian Vegetables Pizza
1,1,Aug,Wed,11,20.25,20.25,L,Supreme,The Calabrese Pizza
1,2,Aug,Thu,12,20.25,40.5,L,Veggie,The Mediterranean Pizza
2,2,Sep,Fri,18,24.0,24.0,S,Classic,The Big Meat Pizza
3,3,Aug,Mon,19,50.25,50.25,M,Chicken,The California Chicken Pizza
1,1,Sep,Mon,13,20.75,20.75,L,Supreme,The Soppressata Pizza
2,2,Jun,Mon,16,41.5,41.5,L,Chicken,The California Chicken Pizza
3,3,Jul,Wed,17,60.75,60.75,L,Veggie,The Vegetables + Vegetables Pizza
1,1,Aug,Wed,17,20.25,20.25,L,Veggie,The Mexicana Pizza
2,2,Jul,Thu,13,32.0,32.0,M,Veggie,The Green Garden Pizza
2,2,Oct,Fri,12,26.5,26.5,M,Classic,The Hawaiian Pizza
1,1,Oct,Tue,17,16.5,16.5,M,Supreme,The Prosciutto and Arugula Pizza
1,1,Jun,Tue,11,16.0,16.0,M,Veggie,The Green Garden Pizza
2,2,Sep,Fri,17,32.0,32.0,M,Classic,The Italian Capocollo Pizza
3,3,Sep,Sun,18,48.0,48.0,M,Veggie,The Mexicana Pizza
1,1,Oct,Fri,21,20.75,20.75,L,Veggie,The Spinach Pesto Pizza
2,2,Jun,Mon,16,33.0,33.0,M,Supreme,The Pepper Salami Pizza
1,1,Sep,Sun,18,16.5,16.5,L,Classic,The Hawaiian Pizza
1,1,Nov,Sun,20,12.5,12.5,S,Supreme,The Italian Supreme Pizza
1,1,Dec,Fri,15,16.0,16.0,M,Veggie,The Mexicana Pizza
2,2,Nov,Sat,11,25.0,25.0,M,Classic,The Pepperoni Pizza
2,2,Nov,Tue,20,41.5,41.5,L,Supreme,The Italian Supreme Pizza
2,2,Jul,Sat,19,41.5,41.5,L,Chicken,The Southwest Chicken Pizza
1,1,Aug,Fri,21,16.75,16.75,M,Chicken,The Southwest Chicken Pizza
3,3,Nov,Thu,14,53.849999999999994,53.849999999999994,L,Veggie,The Four Cheese Pizza
2,2,Jul,Wed,13,41.0,41.0,L,Classic,The Classic Deluxe Pizza
2,2,Jul,Sat,13,33.5,33.5,M,Veggie,The Italian Vegetables Pizza
3,3,Oct,Sun,17,36.0,36.0,S,Veggie,The Green Garden Pizza
1,1,Aug,Fri,21,20.75,20.75,L,Chicken,The California Chicken Pizza
1,1,Jul,Mon,16,20.5,20.5,L,Classic,The Napolitana Pizza
2,2,Nov,Thu,17,40.5,40.5,L,Veggie,The Vegetables + Vegetables Pizza
1,1,Nov,Tue,11,16.5,16.5,L,Classic,The Hawaiian Pizza
1,1,Jul,Tue,17,16.0,16.0,M,Classic,The Italian Capocollo Pizza
1,1,Aug,Thu,12,12.0,12.0,S,Classic,The Napolitana Pizza
1,1,Sep,Thu,13,20.5,20.5,L,Classic,The Greek Pizza
1,1,Jul,Wed,11,20.75,20.75,L,Supreme,The Spicy Italian Pizza
1,1,Nov,Sun,18,20.5,20.5,L,Classic,The Napolitana Pizza
1,1,Aug,Sat,22,20.75,20.75,L,Veggie,The Spinach Pesto Pizza
3,3,Dec,Wed,15,62.25,62.25,L,Chicken,The Barbecue Chicken Pizza
2,2,Nov,Wed,19,30.5,30.5,L,Classic,The Pepperoni Pizza
1,1,Nov,Thu,20,20.25,20.25,L,Supreme,The Sicilian Pizza
3,3,Nov,Thu,13,48.0,48.0,M,Veggie,The Spinach and Feta Pizza
1,1,Jun,Fri,19,12.75,12.75,S,Veggie,The Italian Vegetables Pizza
1,1,Sep,Sun,18,20.25,20.25,L,Veggie,The Mediterranean Pizza
1,1,Aug,Sat,13,20.75,20.75,L,Supreme,The Pepper Salami Pizza
3,3,Aug,Tue,13,62.25,62.25,L,Chicken,The Southwest Chicken Pizza
3,3,Aug,Mon,13,50.25,50.25,M,Chicken,The Southwest Chicken Pizza
2,2,Dec,Fri,21,41.5,41.5,L,Chicken,The Thai Chicken Pizza
2,2,Dec,Wed,21,41.5,41.5,L,Supreme,The Italian Supreme Pizza
1,1,Dec,Fri,14,20.75,20.75,L,Supreme,The Spicy Italian Pizza
1,1,Dec,Thu,18,10.5,10.5,S,Classic,The Hawaiian Pizza
2,2,Dec,Thu,20,33.5,33.5,M,Chicken,The Chicken Pesto Pizza
2,2,Dec,Tue,18,33.5,33.5,M,Chicken,The California Chicken Pizza
1,1,Dec,Sat,12,20.25,20.25,L,Veggie,The Mediterranean Pizza
1,1,Jul,Fri,14,20.5,20.5,L,Classic,The Greek Pizza
1,1,Feb,Wed,19,16.5,16.5,M,Supreme,The Spicy Italian Pizza
1,1,May,Mon,21,16.5,16.5,M,Supreme,The Italian Supreme Pizza
1,1,Jan,Tue,13,23.65,23.65,S,Supreme,The Brie Carre Pizza
3,3,Jan,Fri,13,45.75,45.75,L,Classic,The Pepperoni Pizza
2,2,Feb,Thu,17,24.0,24.0,S,Veggie,The Spinach and Feta Pizza
1,1,Mar,Thu,15,20.75,20.75,L,Supreme,The Pepper Salami Pizza
1,1,Jan,Tue,18,16.0,16.0,M,Classic,The Italian Capocollo Pizza
1,1,May,Fri,13,12.0,12.0,S,Classic,The Greek Pizza
1,1,Feb,Sun,12,20.75,20.75,L,Chicken,The Barbecue Chicken Pizza
1,1,Feb,Thu,15,16.75,16.75,M,Chicken,The Thai Chicken Pizza
1,1,Mar,Fri,18,20.75,20.75,L,Supreme,The Prosciutto and Arugula Pizza
2,2,Apr,Thu,18,21.0,21.0,S,Classic,The Hawaiian Pizza
1,1,Apr,Fri,18,25.5,25.5,XL,Classic,The Greek Pizza
1,1,Jun,Sat,15,16.75,16.75,M,Chicken,The Chicken Alfredo Pizza
2,2,Jan,Fri,20,24.0,24.0,S,Classic,The Classic Deluxe Pizza
2,2,Feb,Wed,19,29.5,29.5,M,Veggie,The Four Cheese Pizza
2,2,Mar,Fri,17,19.5,19.5,S,Classic,The Pepperoni Pizza
1,1,May,Sat,14,16.5,16.5,M,Supreme,The Italian Supreme Pizza
1,1,Jan,Fri,14,12.5,12.5,S,Supreme,The Soppressata Pizza
3,3,Feb,Mon,12,62.25,62.25,L,Supreme,The Prosciutto and Arugula Pizza
2,2,Mar,Mon,18,25.5,25.5,S,Veggie,The Italian Vegetables Pizza
1,1,Jan,Sat,18,16.75,16.75,M,Chicken,The Southwest Chicken Pizza
3,4,Jan,Fri,14,53.849999999999994,71.8,L,Veggie,The Four Cheese Pizza
2,2,Jan,Tue,14,32.5,32.5,M,Supreme,The Sicilian Pizza
1,1,Jan,Sun,16,16.0,16.0,M,Classic,The Classic Deluxe Pizza
1,1,Mar,Thu,13,16.5,16.5,M,Veggie,The Spinach Pesto Pizza
3,3,Mar,Sun,17,36.0,36.0,S,Classic,The Big Meat Pizza
2,2,Apr,Tue,12,35.9,35.9,L,Veggie,The Four Cheese Pizza
1,1,Mar,Wed,13,16.5,16.5,M,Supreme,The Spinach Supreme Pizza
2,2,Jun,Thu,13,22.0,22.0,S,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
1,1,Mar,Sat,19,20.75,20.75,L,Supreme,The Prosciutto and Arugula Pizza
1,1,Mar,Thu,18,20.25,20.25,L,Veggie,The Mediterranean Pizza
1,1,Mar,Sat,19,12.0,12.0,S,Veggie,The Green Garden Pizza
1,1,Jan,Sat,15,12.75,12.75,S,Chicken,The Chicken Pesto Pizza
1,1,Apr,Mon,11,12.75,12.75,S,Chicken,The Thai Chicken Pizza
1,1,Feb,Thu,20,20.25,20.25,L,Veggie,The Mediterranean Pizza
2,2,Jan,Fri,12,35.0,35.0,L,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
1,1,Jan,Sun,20,16.0,16.0,M,Classic,The Napolitana Pizza
1,1,Feb,Sat,20,20.75,20.75,L,Supreme,The Italian Supreme Pizza
1,1,Feb,Thu,19,16.25,16.25,M,Supreme,The Calabrese Pizza
2,2,May,Mon,14,41.5,41.5,L,Chicken,The Thai Chicken Pizza
1,1,Apr,Wed,16,16.0,16.0,M,Veggie,The Mexicana Pizza
2,2,Jun,Mon,12,35.0,35.0,L,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
1,1,Feb,Sun,16,25.5,25.5,XL,Classic,The Greek Pizza
1,1,Jan,Thu,14,12.75,12.75,S,Chicken,The Chicken Alfredo Pizza
2,2,Sep,Sat,21,25.0,25.0,M,Classic,The Pepperoni Pizza
2,2,Nov,Sat,18,32.0,32.0,M,Veggie,The Spinach and Feta Pizza
2,2,Sep,Sat,15,25.0,25.0,S,Supreme,The Spinach Supreme Pizza
2,2,Nov,Sat,19,35.9,35.9,L,Veggie,The Four Cheese Pizza
1,1,Jul,Wed,14,16.0,16.0,M,Veggie,The Spinach and Feta Pizza
2,2,Aug,Sat,21,33.5,33.5,M,Chicken,The California Chicken Pizza
1,1,Dec,Tue,16,13.25,13.25,M,Classic,The Hawaiian Pizza
1,1,Jul,Sat,13,16.0,16.0,M,Veggie,The Green Garden Pizza
1,1,Sep,Sat,12,20.25,20.25,L,Veggie,The Mediterranean Pizza
1,1,Oct,Sun,17,20.75,20.75,L,Supreme,The Italian Supreme Pizza
3,3,Nov,Mon,11,62.25,62.25,L,Chicken,The Thai Chicken Pizza
1,1,Oct,Tue,12,12.5,12.5,S,Supreme,The Italian Supreme Pizza
3,4,Dec,Thu,12,50.25,67.0,M,Chicken,The Southwest Chicken Pizza
1,1,Jul,Fri,22,25.5,25.5,XL,Classic,The Greek Pizza
2,2,Aug,Fri,13,25.0,25.0,M,Classic,The Pepperoni Pizza
2,2,Sep,Fri,11,24.0,24.0,S,Classic,The Big Meat Pizza
5,5,Jul,Thu,13,61.25,61.25,S,Supreme,The Sicilian Pizza
1,1,Nov,Sat,21,16.0,16.0,M,Veggie,The Mexicana Pizza
3,3,Oct,Thu,12,61.5,61.5,L,Classic,The Napolitana Pizza
1,1,Jun,Thu,17,20.75,20.75,L,Chicken,The Southwest Chicken Pizza
4,4,Oct,Tue,13,71.8,71.8,L,Veggie,The Four Cheese Pizza
2,2,Dec,Sat,18,25.5,25.5,S,Chicken,The Southwest Chicken Pizza
2,2,Jul,Fri,14,25.0,25.0,M,Classic,The Pepperoni Pizza
1,1,Sep,Sat,13,16.75,16.75,M,Chicken,The Southwest Chicken Pizza
1,1,Oct,Wed,17,20.5,20.5,L,Classic,The Italian Capocollo Pizza
1,1,Jul,Fri,17,12.5,12.5,S,Supreme,The Prosciutto and Arugula Pizza
2,2,Nov,Sun,17,24.5,24.5,S,Supreme,The Sicilian Pizza
2,2,Dec,Sat,18,25.5,25.5,S,Chicken,The Thai Chicken Pizza
1,1,Oct,Thu,20,20.25,20.25,L,Veggie,The Mexicana Pizza
1,1,Jul,Wed,15,16.5,16.5,M,Supreme,The Spinach Supreme Pizza
1,1,Nov,Sun,21,16.0,16.0,M,Classic,The Italian Capocollo Pizza
1,2,Oct,Tue,13,15.25,30.5,L,Classic,The Pepperoni Pizza
1,1,Oct,Wed,11,20.5,20.5,L,Classic,The Italian Capocollo Pizza
1,1,Aug,Thu,16,12.75,12.75,S,Chicken,The Chicken Alfredo Pizza
1,1,Aug,Sat,21,12.0,12.0,S,Classic,The Napolitana Pizza
1,1,Nov,Mon,11,20.75,20.75,L,Supreme,The Prosciutto and Arugula Pizza
2,2,Oct,Sat,18,33.0,33.0,M,Supreme,The Italian Supreme Pizza
1,1,Nov,Mon,19,16.75,16.75,M,Chicken,The Chicken Alfredo Pizza
2,3,Nov,Sat,13,33.5,50.25,M,Chicken,The California Chicken Pizza
2,2,Nov,Mon,12,25.5,25.5,S,Veggie,The Italian Vegetables Pizza
1,1,Aug,Sun,13,16.0,16.0,M,Classic,The Napolitana Pizza
1,1,Dec,Fri,17,13.25,13.25,M,Classic,The Hawaiian Pizza
1,1,Dec,Tue,18,16.5,16.5,M,Supreme,The Soppressata Pizza
1,1,Dec,Sun,15,16.0,16.0,M,Classic,The Italian Capocollo Pizza
1,1,Jul,Wed,17,16.75,16.75,M,Chicken,The California Chicken Pizza
2,2,Aug,Sat,16,40.5,40.5,L,Veggie,The Mediterranean Pizza
1,1,Dec,Tue,11,20.75,20.75,L,Chicken,The Southwest Chicken Pizza
2,2,Sep,Sun,12,41.5,41.5,L,Chicken,The Southwest Chicken Pizza
1,1,Sep,Sun,11,16.75,16.75,M,Chicken,The California Chicken Pizza
7,7,Mar,Tue,13,84.0,84.0,S,Classic,The Big Meat Pizza
2,2,Apr,Thu,20,33.5,33.5,M,Chicken,The Southwest Chicken Pizza
1,1,Apr,Sun,14,12.0,12.0,S,Classic,The Big Meat Pizza
3,3,Jan,Thu,13,48.0,48.0,M,Veggie,The Vegetables + Vegetables Pizza
1,1,Mar,Sat,20,9.75,9.75,S,Classic,The Pepperoni Pizza
1,1,Feb,Sun,13,20.25,20.25,L,Veggie,The Mexicana Pizza
1,2,Feb,Sun,18,11.0,22.0,S,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
2,2,Feb,Sat,18,41.5,41.5,L,Chicken,The Chicken Pesto Pizza
3,4,Mar,Sat,13,36.0,48.0,S,Classic,The Big Meat Pizza
2,2,May,Wed,19,41.5,41.5,L,Supreme,The Pepper Salami Pizza
4,4,Feb,Fri,20,42.0,42.0,S,Classic,The Hawaiian Pizza
1,1,Jan,Thu,15,16.5,16.5,M,Supreme,The Italian Supreme Pizza
1,1,Mar,Mon,11,20.75,20.75,L,Supreme,The Spicy Italian Pizza
1,1,Jan,Tue,17,13.25,13.25,M,Classic,The Hawaiian Pizza
1,1,Apr,Sun,17,12.0,12.0,S,Classic,The Big Meat Pizza
1,1,Jan,Sat,22,12.75,12.75,S,Veggie,The Italian Vegetables Pizza
1,1,Feb,Thu,17,16.75,16.75,M,Chicken,The Chicken Alfredo Pizza
1,2,Mar,Tue,21,18.5,37.0,L,Veggie,The Five Cheese Pizza
4,4,Jun,Fri,15,48.0,48.0,S,Classic,The Big Meat Pizza
1,1,Feb,Mon,16,20.75,20.75,L,Supreme,The Soppressata Pizza
1,1,Apr,Mon,17,20.75,20.75,L,Supreme,The Pepper Salami Pizza
1,1,Apr,Mon,16,12.75,12.75,S,Chicken,The Thai Chicken Pizza
2,2,Mar,Mon,11,33.0,33.0,M,Supreme,The Soppressata Pizza
2,2,Jun,Wed,17,33.5,33.5,M,Chicken,The California Chicken Pizza
